Nombre científico	Nombres comunes	Categoria taxonómica	Estatus	Tipo distribución	Usos y Agrobiodiversidad	Ambiente	Numero de registros	Nombre común principal	Foto principal	Reino	División	Phylum	Clase	Orden	Familia	Género	Especie	Bibliografía	URL Enciclovida	Identificador EncicloVida	Identificador CAT
Salvia axillaris	Hisopo de Puebla (Español)	especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	79	Mirto pálido	https://inaturalist-open-data.s3.amazonaws.com/photos/70094474/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia axillaris	"Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169610-salvia-axillaris	169610	33767ANGIO
Salvia elegans		especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	28	Hierba del burro	https://static.inaturalist.org/photos/31909946/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia elegans	"Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169620-salvia-elegans	169620	33778ANGIO
Salvia helianthemifolia		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	9		https://inaturalist-open-data.s3.amazonaws.com/photos/1499778/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia helianthemifolia	"Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806."	https://enciclovida.mx:443/especies/169628-salvia-helianthemifolia	169628	33786ANGIO
Salvia involucrata		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	12	Rosa mexicana	https://inaturalist-open-data.s3.amazonaws.com/photos/1499785/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia involucrata	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806."	https://enciclovida.mx:443/especies/169630-salvia-involucrata	169630	33788ANGIO
Salvia iodantha		especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	3	Campana terciopelo	https://static.inaturalist.org/photos/109023420/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia iodantha	"Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169631-salvia-iodantha	169631	33789ANGIO
Salvia laevis		especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	1	Mirto del eje neovolcánico	https://static.inaturalist.org/photos/1473662/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia laevis	"Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169632-salvia-laevis	169632	33790ANGIO
Salvia leucantha	"Cordoncillo (Español), Hierba de la playa (Español), Moco de pavo (Español), Moradoxochitl (ND), Salvia (Español), Salvia real (Español), Santa María (Español)"	especie	válido	Nativa	"Medicinal, Ornamental, Parientes silvestres de cultivos"	Terrestre	33	Salvia cordón de San Francisco	https://inaturalist-open-data.s3.amazonaws.com/photos/62497/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia leucantha	"Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169636-salvia-leucantha	169636	33794ANGIO
Salvia microphylla	"Bandera mexicana (Español), Diente de acamaya (Español), Ix tasalak (Tepehua), Mirto (Español), Mirto chico (Español), Pabellón mexicano (Español), Salve real larga (Español), Salvia del monte (Español), Toronjil (Español), Toronjil de mayo (Español)"	especie	válido	Nativa	"Medicinal, Ornamental, Parientes silvestres de cultivos"	Terrestre	109	Mirto chico	https://inaturalist-open-data.s3.amazonaws.com/photos/339351/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia microphylla	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169638-salvia-microphylla	169638	33796ANGIO
Salvia misella	"Cadillo (Español), Chía cimarrona (Español), Hierba buena montés (ND), Hierba de lengua de toro (Español), Hierba del cáncer (Español), Hierba lengua de toro (Español), Hierbabuena xiiw (Español-Maya), Lengua de toro (Español), Mukuy xiiw (Maya), Quelite lengua de toro (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	19	Cadillo	https://inaturalist-open-data.s3.amazonaws.com/photos/62072406/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia misella	"Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169640-salvia-misella	169640	33798ANGIO
Salvia purpurea		especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	13	Salvia púrpura	https://inaturalist-open-data.s3.amazonaws.com/photos/29954548/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia purpurea	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169649-salvia-purpurea	169649	33807ANGIO
Salvia regla		especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	71	Aretillo	https://inaturalist-open-data.s3.amazonaws.com/photos/196021/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia regla	"Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169654-salvia-regla	169654	33812ANGIO
Salvia longispicata		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1	Mirto	https://inaturalist-open-data.s3.amazonaws.com/photos/2054776/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia longispicata	"Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169673-salvia-longispicata	169673	33833ANGIO
Salvia prunelloides		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	22	Salvia consuelda	https://inaturalist-open-data.s3.amazonaws.com/photos/58028965/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia prunelloides	"Martínez-Gordillo, M., Bedolla-García, B., Cornejo-Tenorio, G., Fragoso-Martínez, I., García-Peña, M. R., González-Gallegos, G., Lara-Cabrera, S. I. & Zamudio, S. 2017. Lamiaceae de México. Bot. Sci. 95 (4): 780-806.
González-Gallegos, J. G., Pío-León, J. F. & Castro-Castro, A. 2021. Salvia beltraniorum (Lamiaceae), a new species in savannoid vegetation from Cosalá, Sinaloa, Mexico. Phytotaxa. 529 (1): 160–170"	https://enciclovida.mx:443/especies/169675-salvia-prunelloides	169675	33835ANGIO
Passiflora subpeltata	"Aretitos (Español), Daguía (ND), Granada de zorra (Español), Granadita (Español), Itamo real (ND), Pasiflora (Español), Pasiflorine (ND)"	especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	9	Granadita	https://inaturalist-open-data.s3.amazonaws.com/photos/15790209/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Passifloraceae	Passiflora	Passiflora subpeltata	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Calderón de Rzedowski, G., Rzedowski, J. & MacDougal, J. M. 2004. Passifloraceae. En: Rzedowski, J. & Calderón de Rzedowski, G. (Eds.). Fl. Bajío Regiones Adyacentes. Instituto de Ecología, A. C. Centro Regional del Bajío. Pátzcuaro, Michoacán, México. Fasc. 121: 1-44"	https://enciclovida.mx:443/especies/170388-passiflora-subpeltata	170388	34558ANGIO
Rumex pulcher		especie	válido	Exótica	Parientes silvestres de cultivos	"Dulceacuícola, Terrestre"	2	Hierba colorada	https://static.inaturalist.org/photos/136689048/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Polygonaceae	Rumex	Rumex pulcher	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Villaseñor, J. L. & Espinosa-García, F. J. 2004. The alien flowering plants of Mexico. Diversity and Distributions. 10 (2): 113-123.
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras
Castillejos-Cruz, C. & Solano, E. 2008. Polygonaceae. En: Rzedowski, J. & Calderón de Rzedowski, G. (Eds.). Fl. Bajio Regiones Adyacentes. Instituto de Ecología, A. C. Centro Regional del Bajío. Pátzcuaro, Michoacán, México. Fasc. 153: 1-49"	https://enciclovida.mx:443/especies/170539-rumex-pulcher	170539	34718ANGIO
Rumex mexicanus		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	4	Lengua de vaca	https://static.inaturalist.org/photos/149319/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Polygonaceae	Rumex	Rumex mexicanus	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Castillejos-Cruz, C. & Solano, E. 2008. Polygonaceae. En: Rzedowski, J. & Calderón de Rzedowski, G. (Eds.). Fl. Bajio Regiones Adyacentes. Instituto de Ecología, A. C. Centro Regional del Bajío. Pátzcuaro, Michoacán, México. Fasc. 153: 1-49"	https://enciclovida.mx:443/especies/170541-rumex-mexicanus	170541	34720ANGIO
Portulaca grandiflora	Amor de un rato (Español)	especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	19	Amor de un día	https://static.inaturalist.org/photos/7495052/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca grandiflora	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Tebbs, M. C. & Klitgaard, B. B. 2009 (2022). 90. Portulacaceae. In: Ulloa Ulloa, C., Hernández Macías, H. M., Barrie, F. R. & Knapp, S. (Eds.). Fl. Mesoamer. (Inéd.). Cycadaceae a Connaraceae. Missouri Botanical Garden, St. Louis. Vol. 2 (1): 1-16"	https://enciclovida.mx:443/especies/170590-portulaca-grandiflora	170590	34771ANGIO
Rubus fagifolius	Zarza (Español)	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Zarza	https://enciclovida.mx/fotoweb/cache/5038/Colecciones%20Bot/IBUNAM_MEXU_02391%20Rubus%20fagifolius%20Schltdl.%20%26%20Cham.%2C%201830.t5f871e66.m600.wConabioCornerCopy.jpg.xNEnXZW9Ux2L5nm7XQDdF-FR49_rTHd9IwaY0Q7Pmu1A.jpg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Rubus	Rubus fagifolius	"Barrie, F. R. 2015d. 99. Rosaceae. In: Davidse, G., Sousa Sánchez, M., Knapp, S. & Chiang Cabrera, F. (Eds.). Fl. Mesoamer. Saururaceae a Zygophyllaceae. Missouri Botanical Garden, St. Louis. Vol. 2 (3): 1-110
Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/170787-rubus-fagifolius	170787	34975ANGIO
Rubus pringlei	Zarza (Español)	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Frambuesa	https://static.inaturalist.org/photos/947076/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Rubus	Rubus pringlei	"Barrie, F. R. 2015d. 99. Rosaceae. In: Davidse, G., Sousa Sánchez, M., Knapp, S. & Chiang Cabrera, F. (Eds.). Fl. Mesoamer. Saururaceae a Zygophyllaceae. Missouri Botanical Garden, St. Louis. Vol. 2 (3): 1-110
Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/170791-rubus-pringlei	170791	34979ANGIO
Prunus persica	"Almendra (Español), Dresa (ND), Durazno (Español), Durazno blanco (Español), Durazno rojo (Español), Ishi (Otomí), Ixi (Otomí), Melocotón (Español), Ndora (Mazahua), Pahsh (Mixe), Pajsh (Mixe), Pash (Mixe), Shondi (Otomí), Torasno (Otomí), Traza (Zapoteco), Trösno (Náhuatl), Tunánts (Mixe), Turca (Cora), Túrusi (Tarahumara), Tünants (ND), Ucansa (Otomí), Xocotl (ND), Zonti (Otomí)"	especie	válido	Exótica	"Medicinal, Ornamental, Maderable, Parientes silvestres de cultivos"	Terrestre	2	Durazno	https://inaturalist-open-data.s3.amazonaws.com/photos/318368255/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Prunus	Prunus persica	"Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/170842-prunus-persica	170842	35031ANGIO
Prunus rhamnoides	"Calaomit (Náhuatl), Capulín (Español), Capulín blanco (Español), Capulín loco (Español), Cerezo (Español), Coralillo (Español), Iza (ND), Mataiza (ND)"	especie	válido	Nativa	"Ornamental, Maderable, Parientes silvestres de cultivos"	Terrestre	16	Coralillo	https://inaturalist-open-data.s3.amazonaws.com/photos/79953353/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Prunus	Prunus rhamnoides	"Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/170844-prunus-rhamnoides	170844	35033ANGIO
Casimiroa edulis	"Aajaté (Tojolabal), Ahate (ND), Ajté (ND), Chapote (Español), Chicozapotl (ND), Cochitzápotl (Náhuatl), Cochizapotl (ND), Guia (Zapoteco), Hoja de zapote blanco (Español), Istöc (Náhuatl), Istöctzapotl (Náhuatl), Izapot (Náhuatl), Iztactzapotl (ND), Iztaczápotl (Náhuatl), Ma-yon-jih (Chinanteco), Matasano (ND), Scu'cu'lu-jaca (Totonaco), Scuculu'jac (Totonaco), Se-ney (Chinanteco), Tzapotl (Náhuatl), Tzocui (ND), Tzápotl (Náhuatl), Uauata (Tarasco), Urata (Tarasco), Uruata (ND), Uruata urápiti (ND), Uruata-urapite (Tarasco), Xizetua (Popoloca), Yaga-gui (Zapoteco), Yaga-guia (Zapoteco), Zapote (Español), Zapote amarillo (Español), Zapote blanco (Español), Zapote borracho (Español), Zapote dormilón (Español), Zapotillo (Español)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	34	Zapote blanco	https://inaturalist-open-data.s3.amazonaws.com/photos/9715707/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Sapindales	Rutaceae	Casimiroa	Casimiroa edulis	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Pennington, T. D. & Sarukhán, J. 2005. Árboles tropicales de México: manual para la identificación de las principales especies. 3a. Ed. Universidad Nacional Autónoma de México. Fondo de Cultura Económica. México. 523 Pp.
González-Elizondo, M., González-Elizondo, M. S., López-Enríquez, I. L. & Herrera-Arrieta, Y. 2017. Importancia económica y usos tradicionales de la flora. En: CONABIO y SRNYMA (Eds.). La biodiversidad en Durango. Estudio de Estado. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO) y Secretaría de Recursos Naturales y Medio Ambiente de Durango (SRNYMA). México. pp. 513-528."	https://enciclovida.mx:443/especies/170926-casimiroa-edulis	170926	35116ANGIO
Eryngium bonplandii		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1		https://static.inaturalist.org/photos/228538077/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Apiales	Apiaceae	Eryngium	Eryngium bonplandii	"García-Ruiz, I. 2013. Contribución al conocimiento del género Eryngium (Apiaceae) en el estado de Michoacán, México. Acta Bot. Mex. 103: 65-118"	https://enciclovida.mx:443/especies/171159-eryngium-bonplandii	171159	35355ANGIO
